Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue
7 Series,2020,Europe,Blue,Diesel,Automatic,4.1,44452,55507,8621,High,478525847
M3,2023,North America,Black,Diesel,Automatic,4.5,70266,58903,7919,High,466452857
X5,2022,Middle East,Black,Petrol,Automatic,3.6,56429,50015,140,Low,7002100
X3,2022,Asia,White,Hybrid,Automatic,3.7,134094,46320,7007,High,324564240
M5,2023,North America,White,Petrol,Automatic,4.5,4160,50011,2083,Low,104172913
i8,2018,North America,White,Petrol,Manual,2.8,91781,70404,4522,Low,318366888
X3,2022,North America,Silver,Petrol,Manual,4.3,53966,83133,3983,Low,331118739
3 Series,2021,Asia,Blue,Hybrid,Manual,3.5,118086,78317,799,Low,62575283
7 Series,2023,Asia,White,Petrol,Manual,2.0,98650,88609,916,Low,81165844
7 Series,2020,North America,Blue,Petrol,Manual,4.3,101983,54264,3597,Low,195187608
3 Series,2018,Africa,Red,Diesel,Manual,4.2,48229,43789,2546,Low,111486794
X5,2022,Middle East,Silver,Diesel,Manual,2.4,83917,45356,7845,High,355817820
X5,2018,Africa,Red,Petrol,Automatic,2.1,3631,51577,7243,High,373572211
X1,2018,Africa,Red,Petrol,Automatic,3.6,148119,117763,7718,High,908894834
i8,2019,South America,Red,Hybrid,Manual,4.4,14761,39379,6765,Low,266398935
i3,2021,South America,White,Electric,Automatic,1.8,83929,48077,5363,Low,257836951
3 Series,2018,North America,Silver,Electric,Manual,3.0,75800,46336,2065,Low,95683840
X3,2022,Asia,Grey,Hybrid,Manual,1.9,160961,65922,4946,Low,326050212
M5,2022,Africa,Grey,Petrol,Automatic,4.6,105507,83064,385,Low,31979640
i8,2019,North America,Black,Hybrid,Automatic,2.5,32233,30520,8597,High,262380440
M3,2018,Middle East,Blue,Petrol,Automatic,3.0,33195,41244,7804,High,321868176
7 Series,2020,Europe,Black,Petrol,Automatic,3.3,191319,115322,7974,High,919577628
i8,2024,South America,Black,Electric,Manual,3.7,63730,77268,4726,Low,365168568
X6,2019,North America,Red,Petrol,Automatic,4.4,29218,73897,6585,Low,486611745
5 Series,2019,North America,Grey,Diesel,Automatic,3.2,167867,95093,3894,Low,370292142
X6,2023,Middle East,Silver,Diesel,Automatic,4.9,189781,54162,2274,Low,123164388
5 Series,2018,South America,Blue,Electric,Manual,4.3,156013,36671,8070,High,295934970
3 Series,2021,Middle East,Black,Diesel,Manual,4.8,28815,86482,2406,Low,208075692
X5,2022,Asia,Silver,Hybrid,Manual,4.2,154042,91359,7966,High,727765794
X3,2018,North America,Red,Petrol,Manual,3.5,163516,94797,8037,High,761883489
M3,2024,Europe,Black,Hybrid,Manual,2.1,130013,36485,385,Low,14046725
i3,2024,South America,Silver,Diesel,Automatic,2.6,131652,91219,173,Low,15780887
3 Series,2024,Asia,Blue,Diesel,Manual,1.6,64483,84085,1451,Low,122007335
X5,2018,Africa,Grey,Electric,Manual,4.1,197732,32915,9618,High,316576470
M5,2022,South America,Black,Petrol,Manual,2.1,22476,112847,7724,High,871630228
5 Series,2018,Africa,Silver,Hybrid,Automatic,1.7,53011,37314,372,Low,13880808
3 Series,2019,Africa,Blue,Petrol,Automatic,4.4,189979,36395,2541,Low,92479695
X3,2024,North America,Grey,Hybrid,Automatic,4.3,122198,99549,3739,Low,372213711
5 Series,2018,Africa,Blue,Diesel,Automatic,2.7,132231,84905,9585,High,813814425
X5,2024,Africa,Blue,Hybrid,Manual,4.6,15691,42718,9638,High,411716084
M3,2024,Middle East,Red,Petrol,Manual,1.7,171569,34638,9181,High,318011478
3 Series,2022,North America,Silver,Electric,Manual,1.6,70920,49601,7649,High,379398049
3 Series,2022,Middle East,Red,Petrol,Automatic,3.8,147976,83576,7408,High,619131008
5 Series,2019,South America,Grey,Diesel,Automatic,2.2,40523,41925,8810,High,369359250
M3,2022,South America,Grey,Hybrid,Manual,2.0,67734,66942,4313,Low,288720846
X5,2019,South America,Black,Petrol,Manual,2.0,164322,49542,3798,Low,188160516
X3,2022,Europe,White,Diesel,Manual,4.8,53479,83984,353,Low,29646352
5 Series,2024,Africa,Blue,Hybrid,Automatic,3.9,98568,113255,3212,Low,363775060
i8,2018,Europe,Black,Petrol,Manual,3.5,159722,85530,9973,High,852990690
i8,2024,Europe,Red,Electric,Manual,1.8,93165,103870,4223,Low,438643010
5 Series,2023,North America,Grey,Electric,Automatic,5.0,193337,41824,3606,Low,150817344
i8,2018,Africa,White,Diesel,Manual,4.1,65656,58737,3641,Low,213861417
3 Series,2023,Europe,Grey,Petrol,Automatic,3.7,119850,51875,726,Low,37661250
i8,2020,Africa,Black,Electric,Manual,3.3,95681,37164,3468,Low,128884752
M3,2022,North America,Red,Diesel,Automatic,3.4,43669,65969,7240,High,477615560
i3,2019,North America,Red,Diesel,Automatic,1.7,176042,57734,959,Low,55366906
i8,2022,Middle East,Grey,Electric,Automatic,1.8,53562,62178,1975,Low,122801550
7 Series,2022,South America,White,Petrol,Manual,4.7,162030,62993,214,Low,13480502
M5,2021,Asia,White,Diesel,Manual,1.5,163512,90955,7911,High,719545005
X3,2019,South America,Red,Hybrid,Automatic,3.5,53120,42234,2728,Low,115214352
3 Series,2021,South America,White,Diesel,Manual,4.5,74134,109662,4170,Low,457290540
X5,2018,Middle East,Blue,Diesel,Automatic,4.5,110780,32166,339,Low,10904274
M3,2021,South America,White,Electric,Automatic,1.6,172397,83315,6971,Low,580788865
M3,2022,Middle East,Red,Hybrid,Manual,4.7,42659,79688,5521,Low,439957448
7 Series,2023,South America,White,Diesel,Automatic,2.2,20517,70403,8331,High,586527393
3 Series,2019,Asia,Grey,Electric,Manual,2.8,32077,102386,8885,High,909699610
M5,2024,Middle East,Silver,Electric,Manual,4.8,15437,71051,8585,High,609972835
X5,2018,Europe,White,Diesel,Automatic,2.2,151111,97843,1675,Low,163887025
7 Series,2024,Middle East,White,Petrol,Automatic,3.9,5771,114189,9865,High,1126474485
X5,2021,Europe,White,Petrol,Manual,1.7,12643,103927,5728,Low,595293856
X3,2022,Europe,Grey,Hybrid,Manual,1.6,177385,37537,2395,Low,89901115
M5,2018,South America,Grey,Electric,Manual,2.4,162536,75965,7532,High,572168380
5 Series,2022,Europe,Red,Petrol,Manual,4.3,53766,52321,9397,High,491660437
X6,2019,Middle East,Grey,Diesel,Automatic,2.8,3659,104808,9069,High,950503752
i8,2021,Africa,White,Electric,Automatic,1.6,171487,57488,4326,Low,248693088
X3,2019,North America,Red,Electric,Automatic,1.6,32487,89151,785,Low,69983535
i3,2019,Middle East,Blue,Petrol,Manual,3.6,144867,106935,1432,Low,153130920
X3,2020,Europe,Blue,Electric,Manual,1.7,148640,74339,7730,High,574640470
3 Series,2020,North America,Blue,Electric,Manual,2.0,194754,66362,7469,High,495657778
X6,2021,South America,Black,Diesel,Automatic,1.9,81549,40028,9950,High,398278600
X6,2023,Asia,White,Electric,Manual,2.2,136782,74454,426,Low,31717404
3 Series,2024,North America,Grey,Petrol,Manual,3.8,28555,114198,911,Low,104034378
M5,2023,Europe,Red,Hybrid,Automatic,3.3,67366,62320,8385,High,522553200
M5,2018,Asia,Silver,Hybrid,Manual,2.2,182891,117581,6482,Low,762160042
X3,2024,Europe,Blue,Diesel,Manual,1.7,106301,84786,860,Low,72915960
3 Series,2018,South America,Black,Hybrid,Automatic,5.0,29872,72727,1426,Low,103708702
i3,2021,Asia,Red,Petrol,Automatic,1.6,156474,39400,881,Low,34711400
X3,2023,Africa,Blue,Diesel,Manual,2.4,20083,106788,3200,Low,341721600
M3,2023,Asia,Grey,Petrol,Automatic,3.9,69362,49262,5325,Low,262320150
7 Series,2018,Asia,Silver,Hybrid,Manual,2.0,12532,115550,6231,Low,719992050
i8,2024,South America,Black,Hybrid,Automatic,3.1,26984,93909,3556,Low,333940404
3 Series,2021,North America,Red,Diesel,Automatic,3.0,179773,67301,8480,High,570712480
X3,2019,Africa,Grey,Hybrid,Automatic,1.9,112606,104322,9004,High,939315288
7 Series,2024,Asia,Red,Diesel,Automatic,1.7,44967,44393,7376,High,327442768
X5,2022,Africa,Red,Diesel,Manual,2.2,40922,35689,6528,Low,232977792
X5,2022,Europe,Silver,Diesel,Automatic,4.6,32100,40468,5693,Low,230384324
X1,2020,Middle East,Black,Electric,Manual,4.1,99963,90491,9747,High,882015777
M5,2019,North America,Silver,Electric,Manual,3.7,3179,83700,4055,Low,339403500
X1,2018,North America,Grey,Diesel,Automatic,4.7,176839,57496,3485,Low,200373560
X3,2022,Asia,Black,Hybrid,Automatic,4.5,137676,84886,2956,Low,250923016
5 Series,2023,Europe,White,Diesel,Automatic,2.3,176789,71265,5046,Low,359603190
M5,2018,Asia,Red,Diesel,Manual,1.8,178353,46834,8385,High,392703090
5 Series,2023,Middle East,Black,Electric,Manual,1.5,165492,77465,4316,Low,334338940
i3,2020,Africa,Grey,Electric,Manual,3.7,85246,74753,4483,Low,335117699
5 Series,2019,North America,White,Electric,Automatic,4.2,196970,108002,3801,Low,410515602
M3,2024,Asia,Red,Hybrid,Automatic,4.8,11160,55952,3657,Low,204616464
X6,2023,North America,Blue,Diesel,Automatic,4.8,77127,93476,2037,Low,190410612
M5,2021,North America,Red,Hybrid,Automatic,4.0,193977,112032,1106,Low,123907392
X3,2020,South America,Grey,Petrol,Automatic,2.2,183726,71448,5117,Low,365599416
i3,2022,South America,Red,Diesel,Automatic,3.0,143898,119911,537,Low,64392207
X6,2023,Middle East,Black,Hybrid,Manual,4.7,77805,101152,8378,High,847451456
M5,2019,Africa,Red,Diesel,Automatic,4.3,166248,79385,8636,High,685568860
X6,2023,North America,Grey,Electric,Automatic,3.2,85914,115276,4306,Low,496378456
i8,2020,Middle East,Blue,Petrol,Manual,4.8,60562,104835,5556,Low,582463260
X6,2020,Middle East,White,Hybrid,Automatic,3.1,105984,86701,7713,High,668724813
3 Series,2018,South America,Blue,Electric,Manual,2.4,169364,81220,5027,Low,408292940
7 Series,2022,Asia,Red,Petrol,Automatic,4.2,187919,69607,6768,Low,471100176
i8,2022,Middle East,White,Electric,Manual,3.5,9116,72764,701,Low,51007564
5 Series,2024,Europe,Silver,Diesel,Automatic,3.7,90,66518,5675,Low,377489650
i3,2020,Europe,Silver,Electric,Manual,4.7,140590,31265,8029,High,251026685
3 Series,2022,Middle East,White,Electric,Manual,2.3,40191,103384,1318,Low,136260112
i8,2020,South America,Blue,Electric,Automatic,5.0,196771,51067,1051,Low,53671417
X6,2020,Europe,Black,Electric,Manual,4.6,12724,60666,591,Low,35853606
5 Series,2021,Asia,Blue,Electric,Automatic,4.9,39997,63523,7940,High,504372620
5 Series,2018,Asia,Silver,Electric,Manual,3.6,22465,38263,1848,Low,70710024
X1,2020,Europe,White,Electric,Automatic,4.7,196745,46377,8566,High,397265382
X6,2020,Middle East,Black,Electric,Manual,4.8,44985,39511,7993,High,315811423
X1,2019,Middle East,Black,Electric,Manual,4.5,100144,69284,3248,Low,225034432
M3,2024,Middle East,Grey,Petrol,Automatic,4.1,34453,106878,2825,Low,301930350
3 Series,2018,North America,White,Hybrid,Automatic,2.4,158589,55155,3672,Low,202529160
X6,2020,North America,Silver,Petrol,Manual,3.5,80898,90395,8733,High,789419535
i3,2024,South America,Grey,Diesel,Manual,3.9,180904,89848,5153,Low,462986744
M5,2024,North America,Blue,Hybrid,Automatic,2.0,105482,106440,254,Low,27035760
M3,2023,Middle East,White,Electric,Manual,3.7,60865,65515,3358,Low,219999370
X5,2023,Asia,Red,Electric,Manual,2.5,31438,81496,1459,Low,118902664
X1,2024,Africa,Blue,Petrol,Manual,2.7,1671,39663,575,Low,22806225
X5,2022,South America,Red,Diesel,Automatic,3.2,166482,82185,2541,Low,208832085
M3,2022,Africa,White,Petrol,Manual,4.9,106056,112826,6759,Low,762590934
M3,2024,Asia,Red,Electric,Automatic,4.2,98016,82395,6127,Low,504834165
M3,2024,Asia,Blue,Petrol,Manual,4.5,116622,78084,5972,Low,466317648
7 Series,2021,Middle East,Grey,Hybrid,Automatic,3.3,87814,35534,9341,High,331923094
i3,2023,Africa,Silver,Petrol,Automatic,2.1,96381,96178,4304,Low,413950112
i3,2024,South America,Red,Petrol,Manual,2.4,100872,53959,8613,High,464748867
3 Series,2024,Europe,Blue,Petrol,Manual,2.4,168089,85381,6093,Low,520226433
X5,2020,Middle East,Black,Petrol,Manual,3.8,126412,57122,8676,High,495590472
X6,2024,North America,Silver,Petrol,Automatic,1.9,26116,113273,1346,Low,152465458
3 Series,2024,Africa,Blue,Diesel,Manual,2.5,110682,66911,419,Low,28035709
3 Series,2023,Asia,White,Hybrid,Manual,1.9,140260,51104,9092,High,464637568
7 Series,2024,North America,Black,Electric,Manual,2.2,97953,85379,8916,High,761239164
M3,2022,Middle East,Grey,Diesel,Manual,4.9,10317,99303,9475,High,940895925
X6,2018,North America,Black,Diesel,Automatic,2.0,124078,95639,3808,Low,364193312
X1,2022,Europe,White,Hybrid,Manual,3.2,54474,73105,1040,Low,76029200
M3,2023,North America,Black,Hybrid,Automatic,3.3,140932,82021,883,Low,72424543
M5,2022,South America,Silver,Electric,Automatic,3.1,69384,119131,3664,Low,436495984
7 Series,2023,Middle East,Silver,Diesel,Automatic,2.2,40656,70338,7146,High,502635348
i3,2024,Middle East,White,Hybrid,Manual,1.8,75184,86716,3324,Low,288243984
M3,2021,Middle East,Grey,Electric,Automatic,5.0,197997,106125,1178,Low,125015250
i8,2023,Middle East,Grey,Hybrid,Manual,2.4,55767,109672,2919,Low,320132568
i3,2018,Asia,Red,Diesel,Manual,2.0,116557,30115,728,Low,21923720
M5,2022,South America,Red,Diesel,Automatic,3.9,42486,47568,3008,Low,143084544
i8,2022,Europe,Red,Hybrid,Manual,1.7,101413,91779,5164,Low,473946756
7 Series,2024,South America,Red,Electric,Manual,3.6,43684,38292,3873,Low,148304916
i8,2022,Asia,Blue,Diesel,Automatic,3.8,15348,72688,4876,Low,354426688
X3,2018,Middle East,White,Diesel,Automatic,3.3,34268,94667,603,Low,57084201
5 Series,2023,Africa,White,Petrol,Automatic,3.4,42052,99098,7328,High,726190144
X3,2020,South America,Blue,Electric,Manual,3.2,146532,35293,6464,Low,228133952
i8,2023,South America,White,Petrol,Automatic,1.9,20457,102309,6956,Low,711661404
X3,2018,South America,Silver,Petrol,Automatic,3.5,134008,115170,4573,Low,526672410
M3,2023,North America,Red,Petrol,Manual,4.1,62913,33431,9549,High,319232619
5 Series,2022,Asia,Grey,Electric,Automatic,3.6,90558,65493,247,Low,16176771
X5,2022,North America,Red,Electric,Manual,4.7,30754,42238,6374,Low,269225012
i8,2019,South America,Blue,Electric,Manual,3.9,165556,88718,9847,High,873606146
M3,2020,Africa,Silver,Electric,Manual,1.6,15479,38909,7221,High,280961889
i8,2019,Asia,Silver,Electric,Manual,2.4,181767,79513,2260,Low,179699380
M5,2023,Middle East,Silver,Electric,Manual,3.1,51408,76655,3684,Low,282397020
3 Series,2018,Europe,Red,Electric,Automatic,2.9,9026,64422,7678,High,494632116
M5,2018,Africa,Black,Petrol,Manual,3.2,80469,44386,8465,High,375727490
M3,2018,Africa,Black,Diesel,Manual,4.3,170761,43292,3425,Low,148275100
i8,2019,Africa,Grey,Electric,Manual,1.6,177630,93495,1219,Low,113970405
5 Series,2018,Europe,Silver,Diesel,Automatic,4.3,138628,40289,7452,High,300233628
7 Series,2018,Asia,Silver,Petrol,Manual,1.8,10819,30682,8854,High,271658428
M5,2020,Middle East,Blue,Petrol,Automatic,4.8,37066,91044,3284,Low,298988496
X6,2022,North America,Silver,Electric,Manual,1.7,197450,83503,9318,High,778080954
M5,2020,North America,Grey,Electric,Manual,2.0,196471,86471,5171,Low,447141541
i8,2023,Asia,Black,Diesel,Manual,3.1,151361,43533,7807,High,339862131
3 Series,2024,Africa,Grey,Electric,Automatic,3.7,78172,51659,7848,High,405419832
3 Series,2022,North America,Red,Electric,Manual,4.2,195859,114558,6583,Low,754135314
i8,2020,North America,Silver,Petrol,Automatic,4.1,138868,54228,469,Low,25432932
i8,2020,North America,Blue,Electric,Automatic,2.9,121794,117383,3346,Low,392763518
i3,2020,Europe,White,Petrol,Manual,1.9,87317,107713,6773,Low,729540149
3 Series,2021,Middle East,Red,Diesel,Automatic,2.1,174549,98456,9155,High,901364680
M5,2019,Africa,Black,Electric,Automatic,2.9,147932,76746,5901,Low,452878146
M5,2018,North America,Red,Petrol,Automatic,2.5,77735,115583,8992,High,1039322336
3 Series,2021,South America,White,Electric,Manual,4.0,185262,107349,9611,High,1031731239
M5,2023,South America,Black,Diesel,Automatic,4.7,163518,99056,7014,High,694778784
X3,2019,Europe,Blue,Hybrid,Manual,4.8,73315,112182,2780,Low,311865960
i3,2022,South America,White,Electric,Automatic,2.4,150367,33019,8355,High,275873745
X6,2022,Asia,White,Electric,Automatic,2.1,128918,92714,9756,High,904517784
M3,2020,North America,Black,Petrol,Manual,4.7,44495,74399,325,Low,24179675
M3,2022,Middle East,White,Diesel,Automatic,2.6,18672,81864,7372,High,603501408
X3,2019,Europe,Blue,Hybrid,Automatic,2.4,110594,66478,4696,Low,312180688
7 Series,2024,South America,Silver,Diesel,Manual,1.5,121025,55122,4685,Low,258246570
M5,2023,South America,Silver,Electric,Automatic,2.3,95728,108308,3758,Low,407021464
i8,2019,South America,Grey,Diesel,Automatic,4.7,27611,78180,1834,Low,143382120
7 Series,2019,Africa,Silver,Electric,Manual,2.9,179289,99929,4996,Low,499245284
5 Series,2019,South America,Black,Hybrid,Manual,2.4,168785,67194,7007,High,470828358
5 Series,2019,North America,White,Diesel,Manual,2.7,90226,80898,359,Low,29042382
M5,2023,North America,Black,Electric,Automatic,4.2,55273,59419,1800,Low,106954200
X6,2020,Africa,Red,Hybrid,Automatic,2.5,49481,80994,3735,Low,302512590
M3,2022,Middle East,Grey,Electric,Manual,2.8,153774,52721,2563,Low,135123923
X1,2019,South America,Red,Hybrid,Manual,1.7,64425,33219,5303,Low,176160357
7 Series,2023,Europe,Silver,Diesel,Manual,2.5,78188,111258,138,Low,15353604
i3,2018,South America,Silver,Electric,Automatic,2.9,158264,74086,2911,Low,215664346
M3,2020,Africa,Blue,Hybrid,Automatic,3.4,57071,36955,6662,Low,246194210
X5,2024,Africa,Blue,Diesel,Manual,3.2,112990,54826,8873,High,486471098
7 Series,2021,North America,Blue,Hybrid,Automatic,4.0,188286,31874,5168,Low,164724832
X6,2019,Middle East,Red,Petrol,Automatic,3.2,88487,55500,5822,Low,323121000
i3,2020,South America,Silver,Petrol,Automatic,2.7,65919,73186,6101,Low,446507786
i8,2024,Africa,Blue,Hybrid,Automatic,3.8,83788,58349,3448,Low,201187352
7 Series,2024,Asia,Grey,Petrol,Manual,4.1,72928,53414,9429,High,503640606
M3,2018,Asia,Silver,Diesel,Automatic,2.1,76485,77008,9044,High,696460352
X6,2021,Europe,Black,Electric,Manual,2.7,199097,115384,4922,Low,567920048
7 Series,2023,Africa,Silver,Petrol,Manual,1.5,113202,104146,9420,High,981055320
X3,2023,Asia,Red,Electric,Manual,2.1,127568,63898,9699,High,619746702
i8,2022,Africa,Black,Diesel,Automatic,4.3,146687,47492,1240,Low,58890080
3 Series,2020,Middle East,Grey,Diesel,Manual,2.7,42157,42078,2019,Low,84955482
X1,2023,Asia,Blue,Electric,Manual,4.1,89948,114148,5967,Low,681121116
i8,2022,South America,White,Petrol,Automatic,2.7,58950,98120,1190,Low,116762800
5 Series,2018,Europe,Black,Hybrid,Manual,1.7,140835,59430,3038,Low,180548340
X1,2019,Africa,Black,Electric,Manual,3.6,76467,111318,6091,Low,678037938
X1,2024,Asia,White,Petrol,Automatic,3.0,63757,76005,5959,Low,452913795
X5,2023,Asia,Red,Petrol,Automatic,3.7,102341,91523,5911,Low,540992453
X1,2019,Africa,White,Diesel,Automatic,1.6,131073,111593,3861,Low,430860573
7 Series,2023,Middle East,Blue,Diesel,Manual,4.2,17596,118348,7103,High,840625844
7 Series,2018,Middle East,Red,Diesel,Manual,2.0,106253,113391,7928,High,898963848
i8,2024,North America,Blue,Diesel,Manual,2.3,57566,35417,1209,Low,42819153
i8,2023,Africa,Silver,Hybrid,Manual,3.4,171096,68526,7951,High,544850226
7 Series,2018,South America,Red,Petrol,Automatic,2.3,36288,45279,6998,Low,316862442
X5,2021,North America,Grey,Electric,Automatic,2.0,83022,71666,8481,High,607799346
3 Series,2022,Africa,Grey,Diesel,Manual,2.0,135589,74546,469,Low,34962074
X3,2022,Africa,Silver,Hybrid,Automatic,4.9,199668,64877,183,Low,11872491
X1,2020,Europe,Blue,Diesel,Automatic,2.6,149730,70046,9374,High,656611204
3 Series,2021,Asia,White,Hybrid,Manual,2.8,169847,84516,3180,Low,268760880
i3,2020,Europe,Grey,Hybrid,Manual,1.6,197532,35124,3357,Low,117911268
X5,2022,Asia,Silver,Electric,Manual,4.4,164584,105321,581,Low,61191501
i3,2019,Europe,White,Hybrid,Automatic,3.5,142670,71816,6881,Low,494165896
3 Series,2021,South America,Grey,Electric,Manual,4.0,35015,114190,5050,Low,576659500
X6,2019,Africa,Grey,Electric,Automatic,4.3,109176,112003,7480,High,837782440
X3,2020,South America,Black,Petrol,Automatic,3.1,117926,103615,9058,High,938544670
7 Series,2018,North America,White,Diesel,Automatic,4.5,101055,64305,9539,High,613405395
3 Series,2020,Europe,Blue,Diesel,Automatic,3.4,124147,39785,2192,Low,87208720
3 Series,2021,Europe,Red,Hybrid,Automatic,3.5,55274,71243,8344,High,594451592
5 Series,2021,Middle East,Silver,Hybrid,Manual,2.5,109715,44092,5230,Low,230601160
i3,2024,North America,Blue,Diesel,Manual,3.3,75148,56489,1536,Low,86767104
5 Series,2023,Asia,White,Diesel,Manual,2.5,7084,65218,2575,Low,167936350
X1,2022,North America,Silver,Hybrid,Automatic,3.9,9296,38643,9941,High,384150063
X6,2023,Asia,Black,Diesel,Manual,3.7,172463,56817,9759,High,554477103
3 Series,2023,South America,White,Hybrid,Automatic,4.4,7568,51531,3994,Low,205814814
i3,2019,Middle East,White,Diesel,Automatic,4.0,26194,58939,9078,High,535048242
M5,2022,Europe,Red,Electric,Manual,2.8,166058,35150,7697,High,270549550
M3,2021,Europe,Grey,Diesel,Manual,2.7,127611,70395,4735,Low,333320325
